"Process Type","Process Name","Process ID","Output Resource","Pathways the process is used in.","SCC",9991,9992,9993,9994,9995,9996,888,"NOTES","NOTES"
"StationaryProcess","DME Production from FG-with steam",75650989,"Dimethyl Ether","Dimethyl Ether from Flared Gas-with steam",30125001,99910400,,,,,,,"DME isn't currently in widespread usage as a fuel",
"StationaryProcess","DME Production from FG-with electricity",75651180,"Dimethyl Ether","Dimethyl Ether from Flared Gas-with electricity","40704897;40704898",,,,,,,,"DME isn't currently in widespread usage as a fuel",
"StationaryProcess","Heavy Butane Refining-with pre-defined crude oil mixes",76521931,"Gasoline Blendstock","Heavy Butane from Crude Oil for use in CA Refineries ,Heavy Butane from Crude Oil for use in US Refineries ",40781602,,,,,,,,"Again, this is storage of butane. Assume this is close to where it is refined",
"StationaryProcess","Heavy Blendstock Refining-with pre-defined crude oil mixes",76521978,"Gasoline Blendstock","Heavy Blendstock from Crude Oil for Use in CA Refineries ,Heavy Blendstock from Crude Oil for Use in US Refineries ",30602201,,,,,,,,"Not really sure what a gasoline blending unit is. Is it somewhere where EX blends are made? At any rate, this process has no emissions.",
"StationaryProcess","Low-Sulfur Diesel Refining-with efficiency defned in the time-series tables",76586228,"Low-Sulfur Diesel","Low-Sulfur Diesel Production California",30600201,,,,,,,,,
"StationaryProcess","RNG Production from Landfill Gas",76862975,"Renewable Natural Gas","Naphtha from Landfill Gas","50100420;39900801",,,,,,,,,
"StationaryProcess","Uranium Enrichment from LWR Fuel in Gaseous Diffusion Plants",76870416,"Enriched Uranium Hexafluoride","LWR Fuel from Uranium Ore","65145001;65145020",,,,,,,,,
"StationaryProcess","Uranium Enrichment from LWR Fuel in Centrifuge Plants",76870472,"Enriched Uranium Hexafluoride","LWR Fuel from Uranium Ore","65145001;65145020",,,,,,,,,
"StationaryProcess","Uranium Enrichment from LWR Fuel Average",76870843,"Enriched Uranium Hexafluoride","LWR Fuel from Uranium Ore","65145001;65145020",,,,,,,,,
"StationaryProcess","G.H2 Production from NG without co-products (H2A Model-without CO2 sequestration)",77207570,"Gaseous Hydrogen","Liquid Hydrogen from North American Natural Gas,G.H2 Produced from NA NG  (H2A model) without CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","G.H2 Production from NG without co-products (H2A Model-with CO2 sequestration)",77208690,"Gaseous Hydrogen","G.H2 Produced from NA NG  (H2A model) with CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","G.H2 Production from NG (User Defined) without co-products with CO2 sequestration",77882745,"Gaseous Hydrogen","G.H2 Produced from NA NG (User Defined) without co-products and with CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","G.H2 Production from NG (User Defined) with steam co-product & with CO2 sequestration",77969141,"Gaseous Hydrogen","G.H2 Produced from NA NG (User Defined) with steam and with CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","G.H2 Production from NG (User Defined) with electricity co-product & without CO2 sequestration",77969317,"Gaseous Hydrogen","G.H2 Produced from NA NG (User Defined) with electricity and without CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","G.H2 Production from NG (User Defined) with electricity co-product & with CO2 sequestration",77970089,"Gaseous Hydrogen","G.H2 Produced from NA NG (User Defined) with electricity and with CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","G.H2 Production from NG (User Defined) with steam co-product & without CO2 sequestration",77970280,"Gaseous Hydrogen","G.H2 Produced from NA NG (User Defined) with steam and without CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","Coal Gasification (H2A Model) with CO2 sequestration",78937897,"Gaseous Hydrogen","Gaseous Hydrogen from Coal (H2A Model) with CO2 sequestration","30107101;30107102",,,,,,,,,
"StationaryProcess","Synthetic Crude Oil as intermediate fuel",79097487,"Synthetic Crude Oil","Oil Sands + SCO as intermediate fuel","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Dry Mill Ethanol Production w/ Corn Oil Extraction",79707210,"Ethanol","Ethanol Production from Corn",30205012,,,,,,,,,
"StationaryProcess","Coke Production/Sintering/Blast Furnace/Basic Oxygen Furnace/On-site Generation and Other Steam Uses and Losses",81440759,"Steel","Virgin Steel Production,Steel Production,Hot Rolled Steel Product: Combined","30300901;30300904;30300906;30300907;30300908;30300910;30300911;30300912;30300913;30300914;30300915;30300916;30300917;30300920;30300921;30300922;30300923;30300924;30300925;30300926;30300927;30300928;30300929;30300930;30300931;30300932;30300933;30300934;30300935;30300936;30300998;30300999",,,,,,,,,
"StationaryProcess","Primary Mining and Beneficiation of MoS2",81523169,"MoS2","MoS2 Production",30301101,,,,,,,,,
"StationaryProcess","Co-Produced Mining & beneficiation",81523527,"Moly","MoS2 Production","30301199;30630005;30630006;30630007",,,,,,,,"*Not sure, so just put Molybdenum: Unclassified",
"StationaryProcess","Mo to MoS2 conversion",81524216,"MoS2","MoS2 Production","30301199;30630005;30630006;30630007",,,,,,,,"This is just Molybdenum: General",
"StationaryProcess","Transmission and Distribution Losses in South Africa",81526248,"Electricity","Distributed - South African Mix",,,,99930300,,99951100,,,,
"StationaryProcess","Concentration of Platinum (Mass allocation SA)",81598103,"Platinium","Platinum Production In South Africa (Mass Allocation)","30901201;30901202;30901203",,,,,99950000,,,,
"StationaryProcess","Smelting of Platinum (Mass allocation SA)",81599165,"Platinium","Platinum Production In South Africa (Mass Allocation)","30901201;30901202;30901203",,,,,99950000,,,"There is precious metals recovery too: 30901201",
"StationaryProcess","Ethanol Production (Associated with Corn Ethanol)",82302120,"Ethanol","Integrated Corn/Stover Ethanol (Associated with Corn Ethanol)","30205010;30205011;30205012;30205013;30205014;30205020;30205021;30205030;30205031;30205032;30205033;30205034;30205035;30205038;30205039;30205040;30205041;30205050;30205051;30205052;30205053;30205054;30205091",,,,,,,,,
"StationaryProcess","Ethanol Production (Associated with Corn Stover Ethanol)",82547102,"Ethanol","Integrated Corn/Stover Ethanol (Associated with Corn Stover Ethanol)","30205010;30205011;30205012;30205013;30205014;30205020;30205021;30205030;30205031;30205032;30205033;30205034;30205035;30205038;30205039;30205040;30205041;30205050;30205051;30205052;30205053;30205054;30205091",,,,,,,,,
"StationaryProcess","Chlorine Production in Chile",83412687,"Chlorine","Chlorine Production in Chile","30100701;30100702;30100705;30100706;30100709;30100799",,,,,99950200,,,,
"StationaryProcess","Electric Transmission and Distribution in Chile",83414394,"Electricity","Distributed - Chile Mix in 2009",,,,99930300,,99950200,,,,
"StationaryProcess","Chile Hydrochloric Acid (per ton of HCl product) Production ",83416431,"Hydrochloric Acid","Hydrochloric Acid Production in Chile",30101101,,,,,99950200,,,,
"StationaryProcess","Limestone Mining (per ton of product) in Chile",83423740,"Calcium Carbonate","Limestone Mining in Chile",30501650,,,,,99950000,,,,
"StationaryProcess","Lime Production (CaO) in Chile",83423851,"Lime","Lime Production from LimeStone in Chile","30501601;30501602;30501603;30501604;30501605;30501606;30501607;30501608;30501609;30501610;30501611;30501612;30501613;30501614;30501615;30501616;30501617;30501618;30501619;30501620;30501621;30501622;30501623;30501624;30501625;30501626;30501627;30501628;30501629;30501630;30501631;30501632;30501633;30501640;30501650;30501660;30501699",,,,,99950200,,,,
"StationaryProcess","Sulfuric Acid (per ton of product) Production in Chile",83426230,"Sulfuric Acid","Sulfuric Acid Production in Chile","30102201;30102301;30102304;30102306;30102308;30102310;30102314;30102318;30102319;30102320;30102321;30102322;30102323;30102325;30102330;30102331;30102399",,,,,99950200,,,,
"StationaryProcess","Soyoil Extracted from Soybean-Process level mass allocate soybean meal",84018260,"Soy Oil","Soyoil from Soybeans (for other uses) with soybean meal mass allocation",30200785,,,,,,,,,
"StationaryProcess","Soybean Meal from Soybean-mass allocate soy oil",84119056,"Soybean Meal","Soybean Meal from Soybeans (for other uses) with soy oil mass allocation",30200785,,,,99942070,,,,,
"StationaryProcess","French Process to produce Zinc Oxide",84538624,"Zinc Oxide","Zinc Oxide production,High octane gasoline via IDL","30400803;30400805;30400809;30400812;30400814;30400818;30400824;30400828;30400840;30400841;30400842;30400843;30400853;30400854;30400867;30400868;30400869;30400870;30400873;30400899",,,,,,,,"The French process involves melting and vapourising zinc in air to get ZnO. My guess is this is done where zinc is made.",
"StationaryProcess","Material handling and preparation to produce coal based activated carbon ",84540983,"Activated carbon","Activated carbon production- Coal based ","30100502;30100503;30100504;30100506;30100507;30100508;30100509;30100510;30100599",,,,,,,,"How different are activated carbon and carbon black? They're both paracrystalline carbon, but activated C has a higher surface area to volume. Is that it?",
"StationaryProcess","Carbonization  to produce coal based activated carbon ",84541301,"Activated carbon","Activated carbon production- Coal based ","30100502;30100503;30100504;30100506;30100507;30100508;30100509;30100510;30100599",,,,,,,,"How different are activated carbon and carbon black? They're both paracrystalline carbon, but activated C has a higher surface area to volume. Is that it?",
"StationaryProcess","Activation to produce coal based activated carbon ",84541395,"Activated carbon","Activated carbon production- Coal based ","30100502;30100503;30100504;30100506;30100507;30100508;30100509;30100510;30100599",,,,,,,,"How different are activated carbon and carbon black? They're both paracrystalline carbon, but activated C has a higher surface area to volume. Is that it?",
"StationaryProcess","Process Heating  to produce coal based activated carbon ",84541543,"Activated carbon","Activated carbon production- Coal based ","30100502;30100503;30100504;30100506;30100507;30100508;30100509;30100510;30100599",,,,,,,,"How different are activated carbon and carbon black? They're both paracrystalline carbon, but activated C has a higher surface area to volume. Is that it?",
"StationaryProcess","Production of Gamma alumina",84543846,"Gamma Alumina (Al2O3)","Gamma Alumina ",30304001,,,,,,,,"Alumina processing -- not necessarily gamma alumina",
"StationaryProcess","Chilean Copper Production (Mining and Refining)",84555535,"Copper (Virgin)","Chilean Copper","30302401;30302402;30302403;30302404;30302405;30302406;30302407;30302408;30302409;30302410;30302411",,,,,99950000,,,,
"StationaryProcess","Metallurgical Grade Silicon Production",84560463,"Silicon","Metallurgical grade silicon",30300604,,,,,,,,"The closest thing is silicon metal smelting under feroalloy production",
"StationaryProcess","Polycrystaline Silicon Production (PV application)",84623122,"Silicon","Polycrystaline silicon (PV application)",30300604,,,,,,,,"The closest thing is silicon metal smelting under feroalloy production",
"StationaryProcess","High Purity Silicon Production",84623347,"Silicon","High Purity Silicon",30300604,,,,,,,,"The closest thing is silicon metal smelting under feroalloy production",
"StationaryProcess","Monocrystaline Silicon Production (Electrical application)",84623745,"Silicon","Monocrystaline silicon (electrical application)",30300604,,,,,,,,"The closest thing is silicon metal smelting under feroalloy production",
"StationaryProcess","Monocrystaline Silicon Production (PV application)",84624089,"Silicon","Monocrystaline silicon (PV application)",30300604,,,,,,,,"The closest thing is silicon metal smelting under feroalloy production",
"StationaryProcess","Mo/Ni/Al2O3 SC recovery - Petrochemical treatment",84726151,"Mo/Ni/Al2O3 Spent catalyst ","Mo/Ni/Al2O3 Spent Catalyst process- petrochemical Treatment",30509203,,,,,,,,"Not recovery, and not specific. Just catalyst manufacturing",
"StationaryProcess","Mo/Ni/Al2O3 SC recovery - BioBased treatment",84729636,"Mo/Ni/Al2O3 Spent catalyst ","Mo/Ni/Al2O3 Spent Catalyst process- BioBased Treatment",30509203,,,,,,,,"Not recovery, and not specific. Just catalyst manufacturing",
"StationaryProcess","Aggregation of MoS2",84729969,"MoS2","MoS2 Production","30301199;30630005;30630006;30630007",,,,,,,,"This is just Molybdenum: General",
"StationaryProcess","Pt/Al2O3 SC  recovery - Aqua Regia Treatment",84731341,"Pt/Al2O3 Spent Catalyst","Pt/Al2O3 Spent catalyst - Aqua Regia Treatment","30509201;30509202;30509203;30509204;30509205",,,,,,,,"Just catalyst production",
"StationaryProcess","Pt/Al2O3 SC  recovery - Pyrometallurgical Treatment",85138207,"Pt/Al2O3 Spent Catalyst","Pt/Al2O3 Spent catalyst - Pyrometallurgical Treatment",30509201,,,,,,,,,
"StationaryProcess","Mo/Co/ gamma Al2O3 catalyst process ",85139190,"Mo/Co/gamma Al2O3","Production of Mo/Co/ gamma Al2O3 catalyst ","30509201;30509202;30509203;30509204;30509205",,,,,,,,"Catalyst production",
"StationaryProcess","Pt/ gamma Al2O3 catalyst- process",85141414,"Pt/ gamma Al2O3","Production of Pt/ gamma Al2O3 catalyst ","30509201;30111502;30111505;30111506;30111507;30111508",,,,,,,,"30115603 is aluminium chloride catalyst, not aluminium oxide. Alternatively, for a more general code, try catalyst production 30509201",
"StationaryProcess","Acetic Acid Production Process",85749838,"Acetic acid","Acetic Acid Production Pathway",30113201,,,,,,,,"There are also pathways from butane and acetaldehyde, but the GREET pathway is only using methanol",
"StationaryProcess","Ammonium citrate Production Process",85751097,"Ammonium citrate","Ammonium citrate production pathway","30200832;30200833;30200834;30200835;30200899",,,,,,,,"I just put citrate production",
"StationaryProcess","Ammonium Sulfate Production",85751724,"Ammonium sulfate","Ammonium sulfate pathway","30113003;30113004;30113005;30113006;30113007",,,,,,,,,
"StationaryProcess","Cobalt Dichloride Production Process",85752237,"Cobalt dichloride","Cobalt dichloride pathway","30302401;30302402;30302403;30302404;30302405;30302406;30302407;30302408;30302409;30302410;30302411",,,,,99951400,,,"THE US PRODUCES APPROXIMATELY NO COBALT, SO I'VE PUT THIS AS ABROAD. I think cobalt (I-II?) oxide is extracted from copper-cobalt oxide ore, as a byproduct of copper mining. But this is more general. NB If you are choosing between low and high moisture fairly arbitrarily, choose low: I've read that ores are often dried before entering a grinder .so the EF's are the same by dry weight.",
"StationaryProcess","Copper sulfate production process",85752838,"Copper Sulfate","Copper Sulfate Pathway","30400204;30400207;30400208;30400210;30400214;30400215;30400217;30400218;30400219;30400220;30400221;30400223;30400224;30400230;30400231;30400234;30400235;30400235;30400236;30400236;30400237;30400237;30400238;30400238;30400239;30400240;30400242;30400299;30400299",,99920300,,,,,,"301875-- codes are for storage. We might assume storage is in the same place as production. Otherwise, 30400200 can be used for secondary metal production -- copper (generally the process is taking copper from nonferrous scrap and forming CuSO4 crystals in sulphuric acid",
"StationaryProcess","Mangnesium Sulfate (kieserite) production process",85755224,"Magnesium Sulfate (Kieserite)","Magnesium Sulfate (kieserite) Production Pathway",30400601,,,,,,,,"This is just magnesium: pot furnace",
"StationaryProcess","Sodium acetate Production Process",85755522,"Sodium acetate","Sodium acetate production pathway","30113201;30113210",,,,,,,,"Acetic acid production (precursor to sodium acetate)",
"StationaryProcess","Sodium Citrate Production pathway",85755755,"Sodium citrate","Sodium Citrate Production Pathway","30200832;30200833;30200834;30200835",,,,,,,,,
"StationaryProcess","Sodium Sulfate Production Process",85756235,"Sodium Sulfate","Sodium Sulfate Production Pathway","30102102;30102103;30102104;30102106;30102107;30102108;30102113;30102114;30102121;30102122;30102123;30102124;30102125;30102126;30102127;30102199",,99920300,,,,,,"just used sodium carbonate",
